date,basepoint_X,basepoint_Y
2013-07-06T22:32:45.000000,215.293,-154.288
2012-11-24T21:50:17.000000,214.512,-153.05599999999998
2015-05-30T00:05:06.000000,242.281,-157.09
2011-10-26T06:50:04.000000,457.5034444444444,-309.0997777777777
2012-07-01T14:48:59.000000,469.209,-294.316
2015-05-24T18:59:28.000000,907.5425,-101.5179
2011-10-04T06:02:40.000000,-968.55725,-66.82625
2016-11-25T17:41:01.000000,-981.193,-38.9879
2014-11-04T21:27:36.000000,-969.401,-62.7654
2015-04-08T10:22:40.000000,-971.4445,-59.51355
2015-09-14T05:31:53.000000,-60.88345,-360.3395
2016-04-06T13:08:59.000000,-913.348,-260.6095
2012-02-13T11:02:30.000000,754.2098,-326.2188
2013-12-11T16:28:35.000000,955.3829,-256.127
2014-08-22T14:51:28.000000,957.74,-222.505
2012-09-19T08:52:55.000000,949.134,-264.098
2013-11-16T09:13:30.000000,1024.81,-247.204
2013-12-02T23:56:53.000000,781.1634,-260.8202
2015-10-09T03:44:36.000000,-756.5345,193.2175
2011-04-10T02:14:00.000000,875.821,-237.231
2013-04-14T05:16:27.000000,875.344,-237.895
2011-10-24T19:44:57.000000,886.7180000000001,-249.5365
2011-03-18T18:45:51.000000,970.8911999999998,-128.2937
2011-08-21T01:09:51.000000,980.581,-92.3291
2013-12-13T00:37:00.000000,865.7655,-332.596
2015-12-08T13:29:16.000000,828.715,-222.58166666666668
2012-01-09T03:40:27.000000,951.048,-221.564
2014-12-30T20:36:12.000000,798.446,-179.273
2012-10-04T16:19:50.000000,902.951,-212.5578
2012-04-05T09:20:26.000000,947.674,-244.534
2016-08-26T20:21:27.000000,903.5948888888888,-169.11888888888888
2015-07-18T19:46:46.000000,928.307,-280.686
2013-08-07T04:19:21.000000,960.9395,-214.999
2015-02-26T18:13:18.000000,-566.294,706.781
2013-01-16T02:50:45.000000,-627.5715,762.3389999999999
2016-03-10T17:20:10.000000,-957.8997826086955,-205.5074782608696
2015-11-08T15:24:58.000000,847.2378333333332,-258.42516666666666
2012-09-21T21:22:53.000000,853.82025,-258.117
2013-10-31T01:07:16.000000,902.931,-401.643
2016-11-27T02:27:03.000000,925.565625,-269.543875
2012-04-27T17:54:35.000000,938.7154285714286,-244.5314285714285
2016-09-04T00:40:10.000000,943.213,-245.3296
2012-03-21T16:18:27.000000,944.8275,-235.8585
2013-09-29T20:14:05.000000,414.96133333333336,502.9636666666667
2011-08-15T21:25:48.000000,812.4815,108.452
2013-10-04T13:37:05.000000,978.393,123.428
2012-06-13T06:06:02.000000,-968.156375,177.40975
2012-10-26T01:01:16.000000,-967.3513529411766,180.6915294117647
2013-05-01T20:37:54.000000,704.424125,259.741875
2013-05-09T23:09:37.000000,-127.21433333333334,973.9913333333334
2015-10-16T19:19:15.000000,-577.277,-174.902
2011-06-23T18:21:24.000000,-568.1656666666667,-171.45366666666666
2011-01-25T22:43:15.000000,-539.76,-171.88
2016-03-25T00:01:59.000000,-553.4895,-177.793
2016-07-31T11:40:05.000000,934.984875,140.68775
2015-11-22T09:24:40.000000,945.454,172.891
2012-01-16T19:48:01.000000,948.7805,176.0625
2013-04-17T14:24:44.000000,853.4203076923077,395.27476923076927
2012-09-09T08:49:49.000000,-928.894,265.095125
2012-05-17T14:29:26.000000,-920.925,293.00033333333334
2011-10-30T23:18:26.000000,-586.696,549.84
2014-01-06T10:18:54.000000,-948.88305,108.773255
2016-01-19T01:25:40.000000,-959.531,61.549
2012-05-02T11:56:24.000000,-948.469,113.085
2011-11-05T02:12:32.000000,-950.999,73.9099
2011-08-07T22:08:59.000000,-943.513,95.6119
2013-09-17T04:25:15.000000,-985.762,174.088
2011-10-08T21:03:27.000000,-923.726,240.9265
2015-04-20T18:28:10.000000,-899.751,240.1175
2016-11-29T02:59:53.000000,-925.736,235.169
2013-05-16T22:57:13.000000,-931.823,230.638
2012-06-06T09:34:06.000000,-909.2668333333336,298.04400000000004
2013-08-21T10:31:42.000000,-909.242,299.023
2014-06-19T05:58:31.000000,-897.6675,330.203
2015-10-31T10:23:40.000000,-895.565,348.809
2012-04-09T18:18:01.000000,-151.233,265.286
2011-11-07T13:21:58.000000,928.9147777777778,227.5006666666667
2014-11-15T19:48:46.000000,928.139,235.83325
2015-05-22T13:58:35.000000,834.3775,387.3205
2015-04-15T12:36:02.000000,789.1546666666667,241.9403333333333
2011-10-14T21:43:10.000000,-388.024,235.2325
2012-04-07T01:27:25.000000,42.7888,196.996
2014-09-28T03:44:22.000000,47.60256666666667,198.257
2014-10-31T09:06:47.000000,50.51325,198.152
2015-04-22T23:30:14.000000,57.048,198.223
2011-12-16T20:34:57.000000,56.4995,196.97275
